Sample,Well,Omit,Target,Task,Dyes,Cq,Cq.Conf,Amp.Score,Amp.Status,Annotated,Baseline.Start,Baseline.End,Curve.Quality,Result.Quality.Issues,Plate,Mean.Cq,Max.diff.Cq,Krill.positive,Comment,Exclude,Sample.number,Bottle.number,Sampling.time.UTC,Date,Latitude,Longitude,Sampling.method,Sampling.type,Sampling.depth,CTD.depth,seawater.temperature,sea.ice,Filter.halved,Filtering.time.UTC,Storage.boxes,Collectors,Comments,Time.between.filtering.and.sampling,Time.between.decimal,Percent.of.5.Litres,CTD.number,CTD.category
047A,B4,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,9,,NA,2,35.22347367,0.670288577,Yes,,,47,3,13:41,13/02/2021,-65.525,55.05,CTD,CTD 02,5,top,-1.5,Ice edge (2 nm),AB,17:35,1A+1B,Liv/Liss/Christine/Mads,"Lat entered as -65.31.47, Lon entered as 55.03",3:54,3.9,1,2,2 top
047A,B16,TRUE,F3R3,Unknown,FAM-NFQ-MGB,35.69373507,0.905245654,2.453883379,Amp,FALSE,3,30,,NA,2,35.69373507,0,No,,,47,3,13:41,13/02/2021,-65.525,55.05,CTD,CTD 02,5,top,-1.5,Ice edge (2 nm),AB,17:35,1A+1B,Liv/Liss/Christine/Mads,"Lat entered as -65.31.47, Lon entered as 55.03",3:54,3.9,1,2,2 top
048A,N7,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,17,,NA,3,NA,0,No,,,48,5,12.55,13/02/2021,-65.525,55.05,CTD,CTD 02,960,bottom,-1.5,Ice edge (2 nm),AB,17:35,1A+1B,Liv/Liss/Christine/Mads,"Lat entered as -65.31.47, Lon entered as 55.02.99",4:23,4.38,1,2,2 bottom
048A,N19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,3,NA,0,No,,,48,5,12.55,13/02/2021,-65.525,55.05,CTD,CTD 02,960,bottom,-1.5,Ice edge (2 nm),AB,17:35,1A+1B,Liv/Liss/Christine/Mads,"Lat entered as -65.31.47, Lon entered as 55.02.99",4:23,4.38,1,2,2 bottom
049A,C22,TRUE,F3R3,Unknown,FAM-NFQ-MGB,35.67834649,0.92798544,2.507518982,Amp,FALSE,3,25,,NA,1,36.0758372,0.794981408,Yes,,,49,1,0:00,13/02/2021,-65.006,55.001,CTD,CTD 03,5,top,-0.03,No,AB,8:09,1A+1B,Liv/Christine/night shift,,8:09,8.15,1,3,3 top
049A,C10,FALSE,F3R1,Unknown,FAM-NFQ-MGB,33.74352175,0.95488855,2.620990948,Amp,FALSE,3,26,,NA,1,33.67274245,0.759752549,Yes,,,49,1,0:00,13/02/2021,-65.006,55.001,CTD,CTD 03,5,top,-0.03,No,AB,8:09,1A+1B,Liv/Christine/night shift,,8:09,8.15,1,3,3 top
050A,J22,TRUE,F3R3,Unknown,FAM-NFQ-MGB,18.89857181,0.884421861,2.1970589,Inconclusive,FALSE,3,14,,NA,1,NA,0,No,,,50,5,,,NA,NA,,MilliQ,,,NA,,AB,8:09,1A+1B,Liv/Christine,"2L, some rust from scissors may contaminated??",8:09,8.15,0.4,NA, 
050A,J10,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,50,5,,,NA,NA,,MilliQ,,,NA,,AB,8:09,1A+1B,Liv/Christine,"2L, some rust from scissors may contaminated??",8:09,8.15,0.4,NA, 
051A,B10,FALSE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,51,2,22:03,13/02/2021,-65.006,55.001,CTD,CTD 03,3700,bottom,-0.3,No,AB,8:40,1A+1B,Liv/Christine,,10:37,10.62,1,3,3 bottom
051A,B22,FALSE,F3R3,Unknown,FAM-NFQ-MGB,32.99716207,0.752474552,NA,Inconclusive,FALSE,3,31,,NA,1,33.09500815,0.195692164,Yes,,,51,2,22:03,13/02/2021,-65.006,55.001,CTD,CTD 03,3700,bottom,-0.3,No,AB,8:40,1A+1B,Liv/Christine,,10:37,10.62,1,3,3 bottom
052A,G7,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,1.467115045,No Amp,FALSE,3,44,,NA,2,NA,0,No,,,52,6,7:17,14/02/2021,-64.501,55,CTD,CTD 04,4350,bottom,-0.4,No,AB,13:18,1A+1B,Liv/Christine,,6:01,6.02,1,4,4 bottom
052A,G19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,7.617520508,0.983727305,2.142703465,Amp,FALSE,3,4,,NA,2,36.48831877,0,No,,,52,6,7:17,14/02/2021,-64.501,55,CTD,CTD 04,4350,bottom,-0.4,No,AB,13:18,1A+1B,Liv/Christine,,6:01,6.02,1,4,4 bottom
053A,H1,FALSE,F3R1,Unknown,FAM-NFQ-MGB,33.15918253,0.972392857,2.6485616,Amp,FALSE,3,26,,NA,1,33.42937229,0.54037953,Yes,,,53,3,8:39,14/02/2021,-64.501,55.001,CTD,CTD 04,5,top,0.1,No,AB,13:18,1A+1B,Liv/Christine,,4:39,4.65,1,4,4 top
053A,B4,FALSE,F3R3,Unknown,FAM-NFQ-MGB,36.58017543,0.872915729,2.468472533,Amp,FALSE,3,30,,NA,5,36.2990487,0.56225345,Yes,,,53,3,8:39,14/02/2021,-64.501,55.001,CTD,CTD 04,5,top,0.1,No,AB,13:18,1A+1B,Liv/Christine,,4:39,4.65,1,4,4 top
054A,P7,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,3,NA,0,No,,,54,5,2:34,18/02/2021,-63.485,60.015,CTD,CTD 11,4422,bottom,-0.36,No,AB,7:47,1A+1B,Christine/Liv/Liss,,5:13,5.22,1,11,11 bottom
054A,P19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,3,NA,0,No,,,54,5,2:34,18/02/2021,-63.485,60.015,CTD,CTD 11,4422,bottom,-0.36,No,AB,7:47,1A+1B,Christine/Liv/Liss,,5:13,5.22,1,11,11 bottom
055A,L10,FALSE,F3R1,Unknown,FAM-NFQ-MGB,36.42935226,0.955593513,2.598686504,Amp,FALSE,3,31,,NA,1,35.71633048,1.426043551,Yes,,,55,2,4:23,18/02/2021,-63.48117,60.02933,CTD,CTD 11,5,top,1.35,No,AB,7:47,1A+1B,Christine/Liv/Liss,,3:24,3.4,1,11,11 top
055A,L22,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,55,2,4:23,18/02/2021,-63.48117,60.02933,CTD,CTD 11,5,top,1.35,No,AB,7:47,1A+1B,Christine/Liv/Liss,,3:24,3.4,1,11,11 top
056A,H10,TRUE,F3R1,Unknown,FAM-NFQ-MGB,34.66337942,0.967530296,2.64561404,Amp,FALSE,3,30,,NA,2,34.15586392,1.015030996,Yes,,,56,4,10:57,18/02/2021,-64.00288,60.0049,CTD,CTD 12,4327,bottom,-0.38,No,AB,16:16,1A+1B,Christine/Liv/Liss,"Paper dropped on bench, sample A",5:19,5.32,1,12,12 bottom
056A,H22,FALSE,F3R3,Unknown,FAM-NFQ-MGB,35.85206074,0.743189668,2.533704747,Amp,FALSE,3,32,,NA,2,35.72926824,0.245584991,Yes,,,56,4,10:57,18/02/2021,-64.00288,60.0049,CTD,CTD 12,4327,bottom,-0.38,No,AB,16:16,1A+1B,Christine/Liv/Liss,"Paper dropped on bench, sample A",5:19,5.32,1,12,12 bottom
057A,M19,FALSE,F3R3,Unknown,FAM-NFQ-MGB,32.20259503,0.937639593,2.514184307,Amp,FALSE,3,26,,NA,2,32.40009044,0.394990816,Yes,,,57,3,13:04,18/02/2021,-63.99982,59.99707,CTD,CTD 12,5,top,-0.58,No,AB,16:16,1A+1B,Christine/Liv/Liss,,3:12,3.2,1,12,12 top
057A,M7,FALSE,F3R1,Unknown,FAM-NFQ-MGB,32.34433856,0.943202538,2.632997946,Amp,FALSE,3,27,,NA,2,32.04797142,0.67975869,Yes,,,57,3,13:04,18/02/2021,-63.99982,59.99707,CTD,CTD 12,5,top,-0.58,No,AB,16:16,1A+1B,Christine/Liv/Liss,,3:12,3.2,1,12,12 top
058A,M4,FALSE,F3R1,Unknown,FAM-NFQ-MGB,35.39394313,0.778097474,2.529026662,Amp,FALSE,3,27,,NA,3,34.8127022,1.162481847,Yes,,,58,1,20:10,18/02/2021,-64.49935,59.99935,CTD,CTD 13,4300,bottom,-0.38,No,AB,10:29,1A+1B,Mad/Jess/Liv,,14:19,14.32,1,13,13 bottom
058A,M16,FALSE,F3R3,Unknown,FAM-NFQ-MGB,33.24966203,0.898805811,2.334539328,Inconclusive,FALSE,3,30,,NA,3,33.17952118,0.140281711,Yes,,,58,1,20:10,18/02/2021,-64.49935,59.99935,CTD,CTD 13,4300,bottom,-0.38,No,AB,10:29,1A+1B,Mad/Jess/Liv,,14:19,14.32,1,13,13 bottom
059A,E16,FALSE,F3R3,Unknown,FAM-NFQ-MGB,32.88588993,0.956073201,2.501023013,Amp,FALSE,3,28,,NA,2,33.18879361,0.457176152,Yes,,,59,6,21:59,18/02/2021,-64.49935,59.99935,CTD,CTD 13,5,top,0.31,No,AB,10:29,1A+1B,Mad/Jess/Liv,,12:30,12.5,1,13,13 top
059A,E4,FALSE,F3R1,Unknown,FAM-NFQ-MGB,32.12621887,0.828068028,2.629521561,Amp,FALSE,3,27,,NA,2,31.81345033,0.496459142,Yes,,,59,6,21:59,18/02/2021,-64.49935,59.99935,CTD,CTD 13,5,top,0.31,No,AB,10:29,1A+1B,Mad/Jess/Liv,,12:30,12.5,1,13,13 top
060A,G4,TRUE,F3R1,Unknown,FAM-NFQ-MGB,36.00246702,0.916512367,2.678690694,Amp,FALSE,3,29,,NA,1,36.00246702,0,No,,,60,2,,19/02/2021,NA,NA,,MilliQ,,,NA,,AB,16:14,1A+1B,Liv,,16:14,16.23,1,NA, 
060A,G16,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,60,2,,19/02/2021,NA,NA,,MilliQ,,,NA,,AB,16:14,1A+1B,Liv,,16:14,16.23,1,NA, 
061A,I4,TRUE,F3R3,Unknown,FAM-NFQ-MGB,37.12299651,0.978184959,2.569955303,Amp,FALSE,3,32,,NA,5,34.8674756,0.617694438,Yes,,,61,8,6:36,19/02/2021,-64.99938,60.01367,CTD,CTD 14,4120,bottom,-0.36,No,AB,16:44,1A+1B,Liv,,10:08,10.13,1,14,14 bottom
061A,B1,TRUE,F3R1,Unknown,FAM-NFQ-MGB,34.72747982,0.889816259,2.578440349,Amp,FALSE,3,28,,NA,3,32.93799331,0.004671131,Yes,,,61,8,6:36,19/02/2021,-64.99938,60.01367,CTD,CTD 14,4120,bottom,-0.36,No,AB,16:44,1A+1B,Liv,,10:08,10.13,1,14,14 bottom
062A,G10,FALSE,F3R1,Unknown,FAM-NFQ-MGB,33.19063022,0.98003603,2.612284537,Amp,FALSE,3,25,,NA,4,33.37787851,0.192525991,Yes,,,62,7,8:51,19/02/2021,-65.00067,60.01283,CTD,CTD 14,5,top,0.06,No,AB,16:44,1A+1B,Liv,,7:53,7.88,1,14,14 top
062A,G22,FALSE,F3R3,Unknown,FAM-NFQ-MGB,35.11558059,0.972876541,2.395222057,Amp,FALSE,3,26,,NA,4,34.67630276,1.160508973,Yes,,,62,7,8:51,19/02/2021,-65.00067,60.01283,CTD,CTD 14,5,top,0.06,No,AB,16:44,1A+1B,Liv,,7:53,7.88,1,14,14 top
063A,O4,FALSE,F3R3,Unknown,FAM,36.85731884,0.944551936,2.3913383,Inconclusive,FALSE,3,30,,NA,6,36.76333745,0.187962784,Yes,,,63,2,15:07,19/02/2021,-65.51035,59.98467,CTD,CTD 15,3870,bottom,-0.31,No,AB,2:30,1A+1B,Mad,,11:23,11.38,1,15,15 bottom
063A,G4,FALSE,F3R1,Unknown,FAM,34.74333963,0.933644146,2.57509053,Amp,FALSE,3,28,,NA,6,34.51151442,0.463650431,Yes,,,63,2,15:07,19/02/2021,-65.51035,59.98467,CTD,CTD 15,3870,bottom,-0.31,No,AB,2:30,1A+1B,Mad,,11:23,11.38,1,15,15 bottom
064A,B4,FALSE,F3R1,Unknown,FAM-NFQ-MGB,32.53374737,0.963694572,2.662689898,Amp,FALSE,3,27,,NA,1,32.61443848,0.161382231,Yes,,,64,3,17:04,19/02/2021,-65.52035,59.97708,CTD,CTD 15,10,top,-0.86,No,AB,2:30,1A+1B,Mad,Bottle got switched so corrected,9:26,9.43,1,15,15 top
064A,B16,TRUE,F3R3,Unknown,FAM-NFQ-MGB,34.36009168,0.956755224,2.532888589,Amp,FALSE,3,29,,NA,1,33.06124333,2.353765936,Yes,,,64,3,17:04,19/02/2021,-65.52035,59.97708,CTD,CTD 15,10,top,-0.86,No,AB,2:30,1A+1B,Mad,Bottle got switched so corrected,9:26,9.43,1,15,15 top
065A,O16,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,1.31517023,No Amp,FALSE,3,39,,NA,3,NA,0,No,,,65,7,2:10,20/02/2021,-65.94447,59.98118,CTD,CTD 16,5,top,-1.34,No,AB,9:50,1A+1B,Jed/Dez,,7:40,7.67,1,16,16 top
065A,F4,FALSE,F3R1,Unknown,FAM,34.23223612,0.983047207,2.628269203,Amp,FALSE,3,25,,NA,6,34.95239126,1.440310287,Yes,"If conf-ints are taken into account, meets criteria.",,65,7,2:10,20/02/2021,-65.94447,59.98118,CTD,CTD 16,5,top,-1.34,No,AB,9:50,1A+1B,Jed/Dez,,7:40,7.67,1,16,16 top
066A,F1,FALSE,F3R1,Unknown,FAM-NFQ-MGB,34.06101453,0.985546898,2.565671542,Amp,FALSE,3,27,,NA,4,34.36373651,0.605443963,Yes,,,66,8,0:45,20/02/2021,-65.93992,59.97225,CTD,CTD 16,3050,bottom,-0.27,No,AB,9:50,1A+1B,Jed/Dez,Half filter paper dropped. Good half cut in two.,9:05,9.08,1,16,16 bottom
066A,F13,FALSE,F3R3,Unknown,FAM-NFQ-MGB,35.9885982,0.953256704,2.356544458,Amp,FALSE,3,28,,NA,4,35.93502484,0.541582216,Yes,,,66,8,0:45,20/02/2021,-65.93992,59.97225,CTD,CTD 16,3050,bottom,-0.27,No,AB,9:50,1A+1B,Jed/Dez,Half filter paper dropped. Good half cut in two.,9:05,9.08,1,16,16 bottom
067A,N7,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,2,35.58985818,0,No,,,67,6,9:38,20/02/2021,-66.24997,60.24897,CTD,CTD 17,2790,bottom,-0.25,No,AB,0:50,1A+1B,Derek,,15:12,15.2,1,17,17 bottom
067A,N19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,5.360429672,0.936281037,2.152245811,Amp,FALSE,3,3,,NA,2,NA,0,No,,,67,6,9:38,20/02/2021,-66.24997,60.24897,CTD,CTD 17,2790,bottom,-0.25,No,AB,0:50,1A+1B,Derek,,15:12,15.2,1,17,17 bottom
068A,P7,FALSE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,33.73507746,0.522376941,Yes,,,68,3,11:11,20/02/2021,-66.25182,60.2457,CTD,CTD 17,5,top,-1.59,No,AB,0:50,1A+1B,Derek,,13:39,13.65,1,17,17 top
068A,P19,FALSE,F3R3,Unknown,FAM-NFQ-MGB,33.50882959,0.987401951,2.508790622,Amp,FALSE,3,29,,NA,1,33.32837334,0.360912507,Yes,,,68,3,11:11,20/02/2021,-66.25182,60.2457,CTD,CTD 17,5,top,-1.59,No,AB,0:50,1A+1B,Derek,,13:39,13.65,1,17,17 top
069A,A7,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,4,NA,0,No,,,69,2,13:52,20/02/2021,-66.40013,60.2512,CTD,CTD 18,2265,bottom,-0.23,No,AB,15:50,1A+1B,Derek,,1:58,1.97,1,18,18 bottom
069A,A19,FALSE,F3R3,Unknown,FAM-NFQ-MGB,36.85988901,0.92146808,2.324533307,Inconclusive,FALSE,3,27,,NA,4,36.38601134,0.947755347,Yes,,,69,2,13:52,20/02/2021,-66.40013,60.2512,CTD,CTD 18,2265,bottom,-0.23,No,AB,15:50,1A+1B,Derek,,1:58,1.97,1,18,18 bottom
070A,J19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,1.154748546,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,70,?,,21/02/2021,NA,NA,,MilliQ,,,NA,,AB,14:55,1A+1B,Derek,4 samples as ran both filters and halved,14:55,14.92,1,NA, 
070A,J7,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,70,?,,21/02/2021,NA,NA,,MilliQ,,,NA,,AB,14:55,1A+1B,Derek,4 samples as ran both filters and halved,14:55,14.92,1,NA, 
071A,N13,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,1.455528841,No Amp,FALSE,3,39,,NA,3,32.8558683,0,No,,,71,1,15:32,20/02/2021,-66.40185,60.249,CTD,CTD 18,5,top,-1.66,No,AB,15:50,1A+1B,Derek,,0:18,0.3,1,18,18 top
071A,N1,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,1.436617147,No Amp,FALSE,3,39,,NA,3,36.41495533,2.746567861,No,"If conf-ints are taken into account, meets criteria.",,71,1,15:32,20/02/2021,-66.40185,60.249,CTD,CTD 18,5,top,-1.66,No,AB,15:50,1A+1B,Derek,,0:18,0.3,1,18,18 top
072A,G1,FALSE,F3R1,Unknown,FAM-NFQ-MGB,34.71510264,0.966224054,2.623527029,Amp,FALSE,3,28,,NA,1,34.8271935,0.203091378,Yes,,,72,4,20:28,20/02/2021,-66.55722,60.24808,CTD,CTD 19,5,top,-1.63,No,AB,0:40,1A+1B,Derek,Training Soph and Andreas,4:12,4.2,1,19,19 top
072A,G13,FALSE,F3R3,Unknown,FAM-NFQ-MGB,33.99318209,0.966148713,2.529814778,Amp,FALSE,3,28,,NA,1,34.12658187,0.266799567,Yes,,,72,4,20:28,20/02/2021,-66.55722,60.24808,CTD,CTD 19,5,top,-1.63,No,AB,0:40,1A+1B,Derek,Training Soph and Andreas,4:12,4.2,1,19,19 top
073A,D4,FALSE,F3R1,Unknown,FAM,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,6,35.71807132,0,No,,,73,11,19:33,20/02/2021,-66.55692,60.2459,CTD,CTD 19,1600,bottom,0.0106,No,AB,0:40,1A+1B,Derek,,5:07,5.12,1,19,19 bottom
073A,L4,FALSE,F3R3,Unknown,FAM,35.41737248,0.972162268,2.523202857,Amp,FALSE,3,28,,NA,6,36.43051031,2.026275661,Yes,"If conf-ints are taken into account, meets criteria.",,73,11,19:33,20/02/2021,-66.55692,60.2459,CTD,CTD 19,1600,bottom,0.0106,No,AB,0:40,1A+1B,Derek,,5:07,5.12,1,19,19 bottom
074A,H1,FALSE,F3R1,Unknown,FAM,37.53415742,0.663184535,2.250536588,Inconclusive,FALSE,3,27,,NA,6,37.53415742,0.392846962,No,,,74,8,10:44,21/02/2021,-66.56573,62.06278,CTD,CTD 20,850,bottom,0.1108,No,AB,2:10,1A+1B,Andreas,First eDNA run,15:26,15.43,1,20,20 bottom
074A,P16,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,2,37.55239869,0.822176471,Yes,,,74,8,10:44,21/02/2021,-66.56573,62.06278,CTD,CTD 20,850,bottom,0.1108,No,AB,2:10,1A+1B,Andreas,First eDNA run,15:26,15.43,1,20,20 bottom
075A,E1,FALSE,F3R1,Unknown,FAM-NFQ-MGB,35.9706401,0.96211383,2.64682841,Amp,FALSE,3,31,,NA,1,35.9287223,0.347624214,Yes,,,75,7,11:12,21/02/2021,-66.56572,62.06277,CTD,CTD 20,5,top,-1.5845,No,AB,2:10,1A+1B,Andreas,,14:58,14.97,1,20,20 top
075A,E13,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,0.950012784,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,75,7,11:12,21/02/2021,-66.56572,62.06277,CTD,CTD 20,5,top,-1.5845,No,AB,2:10,1A+1B,Andreas,,14:58,14.97,1,20,20 top
076A,A7,FALSE,F3R1,Unknown,FAM,34.62283011,0.963118858,2.554886953,Amp,FALSE,3,27,,NA,6,34.99541653,0.745172836,Yes,,,76,6,14:46,21/02/2021,-66.52453,62.44553,CTD,CTD 21,1471,bottom,-0.0359,No,AB,4:45,1A+1B,AK/SB,,13:59,13.98,1,21,21 bottom
076A,H22,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,32.58730827,0,No,,,76,6,14:46,21/02/2021,-66.52453,62.44553,CTD,CTD 21,1471,bottom,-0.0359,No,AB,4:45,1A+1B,AK/SB,,13:59,13.98,1,21,21 bottom
077A,D13,FALSE,F3R3,Unknown,FAM-NFQ-MGB,35.04859701,0.729961051,2.407608751,Amp,FALSE,3,28,,NA,4,35.03828131,0.723352643,Yes,,,77,3,15:25,21/02/2021,-66.52372,62.44542,CTD,CTD 21,8,top,-1.5031,No,AB,4:45,1A+1B,AK/SB,,13:20,13.33,1,21,21 top
077A,D1,FALSE,F3R1,Unknown,FAM-NFQ-MGB,34.69132632,0.928205746,2.528442574,Amp,FALSE,3,29,,NA,4,34.43066861,0.515196557,Yes,,,77,3,15:25,21/02/2021,-66.52372,62.44542,CTD,CTD 21,8,top,-1.5031,No,AB,4:45,1A+1B,AK/SB,,13:20,13.33,1,21,21 top
078A,N4,FALSE,F3R1,Unknown,FAM-NFQ-MGB,35.72656795,0.859835194,2.620828291,Amp,FALSE,3,31,,NA,2,36.09001116,0.726886404,Yes,,,78,2,12:54,23/02/2021,-66.55385,65.01467,CTD,CTD 22,2290,bottom,-0.376,No,AB,17:47,1A+1B,Maddie,ice edge,4:53,4.88,1,22,22 bottom
078A,N16,FALSE,F3R3,Unknown,FAM-NFQ-MGB,36.57577301,0.97153308,2.563467306,Amp,FALSE,3,32,,NA,2,36.12700124,0.897543556,Yes,,,78,2,12:54,23/02/2021,-66.55385,65.01467,CTD,CTD 22,2290,bottom,-0.376,No,AB,17:47,1A+1B,Maddie,ice edge,4:53,4.88,1,22,22 bottom
079A,C13,FALSE,F3R3,Unknown,FAM-NFQ-MGB,35.12043879,0.971922427,2.393357221,Amp,FALSE,3,29,,NA,4,35.22072522,0.570177706,Yes,,,79,7,14:24,23/02/2021,-66.55453,65.0077,CTD,CTD 22,5,top,-1.5214,No,AB,17:47,1A+1B,Maddie,ice edge,3:23,3.38,1,22,22 top
079A,C1,FALSE,F3R1,Unknown,FAM-NFQ-MGB,35.47635161,0.907628346,2.462983204,Amp,FALSE,3,28,,NA,4,35.74109134,0.529479457,Yes,,,79,7,14:24,23/02/2021,-66.55453,65.0077,CTD,CTD 22,5,top,-1.5214,No,AB,17:47,1A+1B,Maddie,ice edge,3:23,3.38,1,22,22 top
080A,I10,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,1.018573129,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,80,11,,23/02/2021,NA,NA,,MilliQ,,,NA,,AB,18:26,1A+1B,Maddie,,18:26,18.43,1,NA, 
080A,I22,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,1.708026912,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,80,11,,23/02/2021,NA,NA,,MilliQ,,,NA,,AB,18:26,1A+1B,Maddie,,18:26,18.43,1,NA, 
081A,C16,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,2,NA,0,No,,,81,8,17:40,23/02/2021,-66.40077,65.00183,CTD,CTD 23,2190,bottom,-0.3518,No,AB,19:55,1A+1B,Maddie,,2:15,2.25,1,23,23 bottom
081A,D16,FALSE,F3R1,Unknown,FAM,35.86591022,0.917556166,2.489037235,Inconclusive,FALSE,3,30,,NA,6,35.34205591,1.047708626,Yes,,,81,8,17:40,23/02/2021,-66.40077,65.00183,CTD,CTD 23,2190,bottom,-0.3518,No,AB,19:55,1A+1B,Maddie,,2:15,2.25,1,23,23 bottom
082A,E10,FALSE,F3R1,Unknown,FAM-NFQ-MGB,34.53475734,0.95155333,2.598319319,Amp,FALSE,3,31,,NA,2,34.90694787,0.744381062,Yes,,,82,1,18:38,23/02/2021,-66.40008,65.00268,CTD,CTD 23,5,top,-1.5154,No,AB,19:55,1A+1B,Maddie,,1:17,1.28,1,23,23 top
082A,E22,FALSE,F3R3,Unknown,FAM-NFQ-MGB,36.9349065,0.821099959,2.487768982,Amp,FALSE,3,31,,NA,2,36.11443544,1.640942132,Yes,,,82,1,18:38,23/02/2021,-66.40008,65.00268,CTD,CTD 23,5,top,-1.5154,No,AB,19:55,1A+1B,Maddie,,1:17,1.28,1,23,23 top
083A,D13,FALSE,F3R3,Unknown,FAM-NFQ-MGB,33.74810873,0.967264132,2.597242797,Amp,FALSE,3,30,,NA,2,33.80624506,0.733730608,Yes,,,83,7,23:09,23/02/2021,-66.25042,64.99917,CTD,CTD 24,2500,bottom,-0.92,No,AB,3:15,1A+1B,Maddie,,4:06,4.1,1,24,24 bottom
083A,D1,FALSE,F3R1,Unknown,FAM-NFQ-MGB,33.32083563,0.946291764,2.691819898,Amp,FALSE,3,27,,NA,2,33.40598524,0.170299226,Yes,,,83,7,23:09,23/02/2021,-66.25042,64.99917,CTD,CTD 24,2500,bottom,-0.92,No,AB,3:15,1A+1B,Maddie,,4:06,4.1,1,24,24 bottom
084A,A10,TRUE,F3R1,Unknown,FAM-NFQ-MGB,37.04943843,0.940012494,2.282542885,Amp,FALSE,3,28,,NA,4,34.30917473,1.215473164,Yes,,,84,2,0:14,24/02/2021,-66.25328,64.9954,CTD,CTD 24,5,top,-1.28,No,AB,3:15,1A+1B,Maddie,,3:01,3.02,1,24,24 top
084A,A22,FALSE,F3R3,Unknown,FAM-NFQ-MGB,36.52534867,0.883956595,2.300834136,Amp,FALSE,3,30,,NA,4,36.85549961,1.191015643,Yes,,,84,2,0:14,24/02/2021,-66.25328,64.9954,CTD,CTD 24,5,top,-1.28,No,AB,3:15,1A+1B,Maddie,,3:01,3.02,1,24,24 top
085A,D7,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,85,11,6:31,24/02/2021,-65.98283,65.00278,CTD,CTD 25,3080,bottom,-0.3,No,AB,14:30,1A+1B,Derek,,7:59,7.98,1,25,25 bottom
085A,D19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,85,11,6:31,24/02/2021,-65.98283,65.00278,CTD,CTD 25,3080,bottom,-0.3,No,AB,14:30,1A+1B,Derek,,7:59,7.98,1,25,25 bottom
086A,N19,FALSE,F3R3,Unknown,FAM-NFQ-MGB,34.53411101,0.963212963,2.496737714,Amp,FALSE,3,27,,NA,1,34.66642035,0.264618679,Yes,,,86,8,8:10,24/02/2021,-65.9993,65.00373,CTD,CTD 25,5,top,-1.1,No,AB,14:30,1A+1B,Derek,,6:20,6.33,1,25,25 top
